CodiceBambino,Gruppo,DC,SO,MC,CI,CR,VC,LN,RM,CO,RS,QI.totale,IndiceComprensioneVerbale,IndiceRagionamentoPercettivo,IndiceMemoriaLavoro,IndiceVelocitaElaborazione
373,Tipico,8,13,6,10,9,10,6,6,7,9,87,100,87,76,94
374,Tipico,10,15,10,11,9,14,12,13,19,12,120,135,109,106,103
375,Tipico,13,9,17,14,13,8,12,14,7,12,115,88,124,127,115
376,Tipico,9,7,12,13,11,7,5,8,11,6,91,90,100,91,91
377,Tipico,9,12,11,13,11,13,9,14,13,12,114,116,113,100,109
378,Tipico,9,7,13,10,8,8,10,5,9,8,89,88,87,109,88
379,Tipico,14,9,3,12,8,12,6,17,15,11,106,112,128,67,97
380,Tipico,9,11,12,8,14,9,7,11,8,11,100,96,96,97,115
381,Tipico,8,13,8,13,7,9,11,12,12,13,105,108,106,97,100
382,Tipico,6,10,11,14,9,9,10,8,12,4,94,102,96,103,80
383,Tipico,10,7,10,13,6,11,15,16,12,8,106,100,119,115,82
384,Tipico,14,9,11,6,9,14,10,9,15,13,108,116,98,103,106
385,Tipico,11,9,4,9,13,4,4,7,7,12,84,80,94,65,115
386,Tipico,13,10,12,14,8,13,12,13,13,12,116,112,121,112,100
387,Tipico,16,12,15,12,8,12,10,10,10,8,110,108,117,115,88
388,Tipico,11,5,8,5,12,7,7,8,8,12,86,80,87,85,112
389,Tipico,14,12,7,13,9,13,11,10,11,11,109,112,115,94,100
390,Tipico,8,15,12,8,4,9,13,8,6,8,93,100,87,115,77
391,Tipico,8,12,10,11,9,12,9,10,17,7,104,122,98,97,88
392,Tipico,5,4,6,7,13,4,8,5,8,7,73,72,72,82,100
393,Tipico,11,6,8,7,13,8,8,7,7,7,85,82,89,88,100
394,Tipico,8,5,10,6,5,7,8,6,10,4,75,84,78,94,68
395,Tipico,11,10,7,7,4,10,9,14,6,5,86,92,104,88,68
396,Tipico,7,3,5,10,1,5,8,6,6,6,65,69,85,79,62
397,Tipico,8,12,8,7,12,11,7,9,12,14,100,110,87,85,118
398,Tipico,8,8,14,12,10,11,13,14,11,13,111,100,109,121,109
399,Tipico,8,15,11,14,16,16,11,10,12,12,120,126,104,106,123
400,Tipico,12,10,13,7,14,8,11,12,2,10,99,80,102,112,112
401,Tipico,11,7,9,11,10,11,11,9,8,13,100,92,102,100,109
402,Tipico,12,13,10,13,11,17,7,11,13,13,116,126,113,91,112
403,Tipico,12,5,8,5,6,8,6,8,6,9,78,78,89,82,85
404,Tipico,14,7,12,11,19,9,11,10,10,17,116,92,111,109,147
405,Tipico,13,12,13,11,14,9,11,12,11,9,112,104,113,112,109
406,Tipico,12,10,11,12,11,11,12,17,13,10,115,108,124,109,103
407,Tipico,2,8,6,10,6,9,10,9,10,6,81,94,81,88,77
408,Tipico,8,7,9,8,8,8,13,5,10,9,88,90,81,106,91
409,Tipico,16,11,11,10,11,13,9,10,11,9,109,110,113,100,100
410,Tipico,10,9,12,12,8,9,9,10,11,11,101,98,104,103,97
411,Tipico,9,8,6,8,11,10,5,9,11,11,90,98,91,73,106
412,Tipico,3,6,3,7,15,9,10,11,8,11,86,86,81,79,118
413,Tipico,7,13,9,11,6,12,11,11,13,9,102,116,98,100,85
414,Tipico,14,8,8,9,12,7,10,10,2,10,92,74,106,94,106
415,Tipico,15,8,11,8,9,10,11,9,8,11,100,92,104,106,100
416,Tipico,7,10,6,7,7,12,8,7,10,7,85,104,81,82,82
417,Tipico,5,7,13,11,11,9,14,11,10,14,104,92,94,121,115
418,Tipico,11,7,11,11,9,10,9,11,9,9,98,92,106,100,94
419,Tipico,8,9,9,9,7,7,9,5,7,6,81,86,83,94,80
420,Tipico,9,6,14,8,7,10,7,10,7,7,88,86,94,103,82
421,Tipico,13,9,9,10,11,11,11,13,12,9,106,104,113,100,100
422,Tipico,9,9,12,7,7,8,11,13,6,7,91,86,98,109,82
423,Tipico,8,7,7,11,10,10,10,8,9,13,94,92,94,91,109
424,Tipico,9,8,13,8,11,8,15,13,9,13,106,90,100,124,112
425,Tipico,10,8,10,11,10,12,10,12,14,9,105,108,106,100,97
426,Tipico,9,11,12,8,10,11,13,10,11,11,105,106,94,115,103
427,Tipico,9,8,15,9,7,8,13,12,6,6,94,84,100,124,80
428,Tipico,12,14,11,15,8,18,18,13,19,12,132,141,121,127,100
429,Tipico,10,14,13,14,11,18,16,14,12,17,131,128,117,127,123
430,Tipico,8,8,12,11,11,8,8,9,12,13,100,96,96,100,112
431,Tipico,10,14,13,10,9,12,19,11,15,9,118,122,102,136,94
432,Tipico,12,8,7,3,8,6,9,7,10,6,81,88,83,88,82
433,Tipico,13,11,12,13,13,12,16,13,9,9,117,104,119,124,106
434,Tipico,6,10,9,8,11,9,6,8,8,8,86,94,83,85,97
435,Tipico,10,12,13,11,15,13,11,10,12,13,116,114,102,112,123
436,Tipico,11,10,8,6,7,5,6,10,9,8,84,88,94,82,85
437,Tipico,11,8,11,11,6,15,12,11,15,7,106,116,106,109,80
438,Tipico,7,5,9,9,8,6,5,10,10,11,84,82,91,82,97
439,Tipico,14,14,12,9,8,13,8,9,10,13,108,114,104,100,103
440,Tipico,13,10,11,12,13,12,12,12,15,15,120,114,115,109,123
441,Tipico,9,7,8,12,11,14,8,12,9,10,100,100,106,88,103
442,Tipico,10,12,8,11,12,12,11,8,11,14,107,110,98,97,118
443,Tipico,13,10,12,9,10,11,7,9,13,6,100,108,102,97,88
444,Tipico,8,5,9,4,8,6,6,6,8,9,75,78,74,85,91
445,Tipico,12,8,4,9,11,8,6,11,4,6,83,80,104,70,91
446,Tipico,10,11,10,12,10,9,10,10,12,9,102,104,104,100,97
447,Tipico,6,11,10,11,10,10,12,9,9,10,98,100,91,106,100
448,Tipico,11,8,15,12,6,12,11,6,9,11,101,98,98,118,91
449,Tipico,8,8,12,7,14,8,8,6,9,12,94,90,81,100,118
450,Tipico,12,8,11,10,11,10,10,15,8,9,103,92,115,103,100
451,Tipico,9,5,9,5,7,9,6,8,6,9,78,80,83,85,88
452,Tipico,11,15,12,12,11,8,9,14,11,11,111,108,115,103,106
453,Tipico,10,7,2,9,8,8,5,10,6,8,78,82,98,62,88
454,Tipico,7,4,4,6,10,8,5,10,5,7,73,74,85,67,91
455,Tipico,14,13,11,12,14,12,9,9,12,11,114,114,111,100,115
456,Tipico,7,6,10,10,5,10,12,8,8,10,89,88,89,106,85
457,Tipico,7,14,10,8,15,11,10,8,14,14,109,118,85,100,126
458,Tipico,9,9,6,7,10,5,11,5,9,8,83,86,81,91,94
459,Tipico,12,13,11,14,15,14,11,14,15,15,127,124,121,106,129
460,Tipico,6,6,1,9,7,5,6,4,5,8,65,72,76,62,85
461,Tipico,11,9,14,15,11,8,14,10,6,14,110,86,113,124,115
462,Tipico,7,7,4,7,10,8,7,8,10,8,81,90,83,73,94
463,Tipico,8,8,12,7,14,8,13,10,11,11,102,94,89,115,115
464,Tipico,7,8,13,9,6,8,9,7,7,4,82,86,85,106,71
465,Tipico,13,12,12,9,12,13,15,8,13,13,116,116,100,121,115
466,Tipico,8,11,10,15,8,11,5,10,4,11,94,92,106,85,97
467,Tipico,11,7,6,8,12,6,4,10,5,7,81,76,98,70,97
468,Tipico,8,7,10,15,5,8,4,10,11,8,89,92,106,82,80
469,Tipico,8,8,13,8,4,9,6,10,12,8,89,98,91,97,77
470,Tipico,14,14,9,14,12,10,11,14,10,14,118,108,126,100,118
471,Tipico,4,9,13,12,4,8,9,7,9,12,89,92,85,106,88
472,Tipico,14,14,12,13,5,14,9,11,7,9,106,110,117,103,82
473,Tipico,15,12,10,14,8,13,15,12,13,7,115,116,124,115,85
474,Tipico,12,14,9,9,7,6,16,13,12,11,107,104,109,115,94
475,Tipico,11,9,14,14,12,6,9,14,9,11,107,88,119,109,109
476,Tipico,11,14,18,15,8,8,12,12,13,12,119,110,117,130,100
477,Tipico,11,9,8,13,8,10,7,14,11,10,101,100,117,85,94
478,Tipico,8,9,10,10,11,8,8,12,7,10,94,88,100,94,103
479,Tipico,3,5,8,2,9,6,10,2,6,5,64,74,51,94,82
480,Tipico,5,2,6,4,9,7,7,4,8,3,64,74,63,79,77
481,Tipico,13,10,12,15,10,15,12,10,8,8,110,106,117,112,94
482,Tipico,12,8,12,7,14,11,12,11,13,14,111,104,100,112,123
483,Tipico,7,7,11,7,8,8,13,10,7,8,89,84,87,112,88
484,Tipico,16,8,10,8,7,8,2,8,6,9,85,84,104,76,88
485,Tipico,10,15,10,15,5,11,13,12,11,7,107,114,115,109,77
486,Tipico,8,7,7,12,11,9,8,12,9,2,88,90,104,85,80
487,Tipico,13,17,12,15,10,13,10,10,16,15,125,131,117,106,115
488,Tipico,13,12,8,9,9,12,9,12,9,12,104,106,109,91,103
489,Tipico,13,9,15,14,9,8,12,9,9,11,107,92,113,121,100
490,Tipico,6,12,18,10,10,13,10,11,14,13,114,118,94,124,109
491,Tipico,9,15,10,17,6,15,9,7,10,1,99,120,106,97,62
492,Tipico,9,12,10,13,10,12,13,13,12,9,110,112,111,109,97
493,Tipico,10,11,11,8,8,9,12,6,8,12,96,96,87,109,100
494,Tipico,4,6,5,12,13,9,12,9,10,10,92,90,89,91,109
495,Tipico,9,10,10,6,7,13,14,8,10,6,94,106,85,112,80
496,Tipico,5,14,14,9,12,11,9,6,14,8,102,118,78,109,100
497,Tipico,10,9,12,8,10,6,16,10,9,8,98,88,96,124,94
498,Tipico,10,17,15,16,10,11,11,12,11,14,122,118,117,118,112
499,Tipico,10,8,11,13,12,9,8,13,11,12,106,96,113,97,112
500,Tipico,10,6,9,11,13,7,10,4,10,11,93,86,89,97,112
501,Tipico,14,9,14,10,18,10,14,12,13,9,119,104,113,124,120
502,Tipico,7,4,4,8,12,4,6,7,7,11,76,70,83,70,109
503,Tipico,11,8,14,10,12,6,7,5,7,11,93,82,91,103,109
504,Tipico,11,15,8,10,12,15,8,13,12,13,114,124,109,88,115
505,Tipico,10,15,12,14,8,15,15,15,16,14,127,131,119,121,106
506,Tipico,7,10,10,9,12,8,9,9,7,12,94,90,89,97,112
507,Tipico,6,5,2,3,8,4,7,3,5,3,56,69,61,67,74
508,Tipico,9,10,10,8,14,12,9,11,11,10,103,106,96,97,112
509,Tipico,11,12,11,13,11,13,10,13,10,12,113,110,115,103,109
510,Tipico,11,10,16,11,9,11,10,9,14,9,108,110,102,118,94
511,Tipico,11,11,10,9,13,10,15,11,9,16,112,100,102,115,126
512,Tipico,13,10,9,10,13,9,11,12,8,14,107,94,111,100,120
513,Tipico,11,14,11,12,9,9,8,7,14,8,102,114,100,97,91
514,Tipico,6,5,5,6,9,8,6,13,9,7,79,84,89,73,88
515,Tipico,13,11,15,12,7,8,13,8,7,7,101,92,106,124,82
516,Tipico,13,10,7,7,9,13,13,17,12,11,110,110,115,100,100
517,Tipico,13,13,10,11,9,10,9,12,10,12,107,106,113,97,103
518,Tipico,19,16,8,11,12,17,13,14,15,12,130,135,130,103,112
519,Tipico,10,12,8,13,10,12,8,6,14,10,102,116,98,88,100
520,Tipico,10,16,6,5,11,13,10,8,14,11,103,126,85,88,106
521,Tipico,9,6,9,13,7,14,8,11,10,9,97,100,106,91,88
522,Tipico,10,8,6,9,10,7,9,8,6,11,87,82,94,85,103
523,Tipico,8,10,7,5,7,9,9,7,11,7,84,100,78,88,82
524,Tipico,7,8,9,11,9,11,8,4,15,10,94,108,83,91,97
525,Tipico,9,7,10,10,8,8,12,6,6,8,87,82,89,106,88
526,Tipico,14,14,14,13,10,13,11,9,12,11,117,118,113,115,103
527,Tipico,8,11,14,11,10,11,9,8,14,12,106,112,94,109,106
528,Tipico,12,14,10,6,9,9,10,12,8,9,99,102,100,100,94
529,Tipico,9,9,4,10,6,8,2,8,8,8,77,90,94,59,82
530,Tipico,16,11,7,11,10,7,10,10,6,10,98,88,115,91,100
531,Tipico,12,7,11,6,12,9,8,9,12,9,96,96,94,97,103
532,Tipico,8,8,9,6,13,8,6,9,9,12,90,90,85,85,115
533,Tipico,6,10,11,5,8,12,9,7,10,9,89,104,74,100,91
534,Tipico,10,3,10,8,8,4,5,11,3,7,75,61,98,85,85
535,Tipico,7,11,9,8,13,12,7,8,8,11,95,102,85,88,112
536,Tipico,16,15,13,11,15,12,13,10,14,11,124,122,115,118,118
537,Tipico,15,9,8,10,15,11,9,11,8,13,107,96,113,91,123
538,Tipico,8,4,6,10,9,7,6,8,8,2,74,78,91,76,74
539,Tipico,7,11,10,13,11,11,10,3,15,10,101,114,85,100,103
540,Tipico,10,10,5,13,9,8,7,5,17,7,93,110,96,76,88
541,Tipico,10,15,9,8,13,13,15,11,14,15,119,124,98,112,123
542,Tipico,13,10,10,13,11,11,10,14,9,8,107,100,121,100,97
543,Tipico,7,9,6,7,6,11,8,9,11,11,88,102,85,82,91
544,Tipico,12,9,12,10,7,12,11,8,12,7,100,106,100,109,82
545,Tipico,7,10,9,6,11,15,9,3,8,6,87,106,70,94,91
546,Tipico,10,13,12,9,11,10,10,15,14,12,113,114,109,106,109
547,Tipico,7,3,8,6,4,8,5,6,9,1,65,80,76,79,56
548,Tipico,5,8,15,8,5,7,9,13,6,8,87,82,91,112,80
549,Tipico,7,9,13,6,8,13,12,12,9,8,98,102,89,115,88
550,Tipico,10,13,13,17,12,17,11,14,15,16,131,129,124,112,123
551,Tipico,8,10,8,8,15,9,9,9,11,14,101,100,89,91,126
552,Tipico,7,12,5,7,9,11,9,7,9,11,89,104,81,82,100
553,Tipico,12,7,10,7,11,12,16,16,9,12,110,96,111,118,109
554,Tipico,8,7,10,8,16,14,10,12,9,17,109,100,96,100,138
555,Tipico,6,8,8,9,9,8,7,7,7,7,81,86,83,85,88
556,Tipico,6,7,10,7,7,8,12,7,8,10,85,86,78,106,91
557,Tipico,10,13,16,11,15,13,14,9,16,10,122,124,100,130,115
558,Tipico,7,7,6,7,7,6,5,4,6,8,70,78,74,73,85
559,Tipico,10,5,10,11,8,7,9,10,8,8,89,80,102,97,88
560,Tipico,8,6,10,10,14,6,11,7,8,10,92,80,89,103,112
561,Tipico,10,10,13,12,13,7,11,9,7,8,100,88,102,112,103
562,Tipico,9,12,9,9,13,10,11,9,8,14,103,100,94,100,120
563,Tipico,11,11,12,8,12,10,10,13,7,10,103,96,104,106,106
564,Tipico,8,7,12,9,10,8,11,6,9,10,92,88,85,109,100
565,Tipico,14,13,13,11,10,14,16,12,12,9,119,118,115,127,97
566,Tipico,12,12,4,7,9,10,7,11,10,10,94,104,100,73,97
567,Tipico,12,11,9,10,15,10,4,6,7,10,95,96,96,79,115
568,Tipico,9,8,16,8,5,11,14,9,10,6,97,98,91,130,74
569,Tipico,9,9,13,10,10,7,9,11,6,8,94,84,100,106,94
570,Tipico,6,10,7,11,13,11,10,9,10,12,99,102,91,91,115
571,Tipico,12,14,9,11,9,14,12,13,13,13,116,122,113,103,106
572,Tipico,14,10,13,12,11,11,9,10,8,13,109,98,113,106,112
573,Tipico,10,11,10,9,12,8,12,9,12,12,104,102,96,106,112
574,Tipico,8,5,4,10,14,6,10,15,6,10,90,74,106,82,112
575,Tipico,9,8,6,10,10,13,9,13,6,6,92,94,104,85,88
576,Tipico,15,13,17,13,12,16,14,12,14,11,130,126,121,133,109
577,Tipico,8,14,10,11,7,13,11,11,12,12,107,118,100,103,97
578,Tipico,7,12,8,10,9,9,8,6,12,5,89,106,85,88,82
579,Tipico,17,14,18,12,15,15,10,15,12,17,136,122,130,124,135
580,Tipico,14,8,7,11,8,10,9,13,7,8,96,90,117,88,88
581,Tipico,8,14,16,15,14,15,14,12,11,12,125,120,111,130,118
582,Tipico,7,7,12,4,9,8,13,6,6,11,86,82,72,115,100
583,Tipico,12,14,10,12,11,11,11,6,12,15,111,114,100,103,118
584,Tipico,11,11,8,12,11,9,10,12,9,12,104,98,111,94,109
585,Tipico,5,7,10,8,6,10,9,10,7,13,88,88,85,97,97
586,Tipico,13,9,8,11,8,10,7,10,13,13,102,104,109,85,103
587,Tipico,12,12,14,17,12,12,9,15,17,14,127,122,130,109,118
588,Tipico,8,4,8,8,11,8,11,8,9,7,85,82,87,97,94
589,Tipico,13,14,12,11,8,11,10,9,9,9,105,108,106,106,91
590,Tipico,10,8,8,8,11,6,5,10,3,9,82,74,96,79,100
591,Tipico,8,7,8,9,10,7,9,10,12,7,89,92,94,91,91
592,Tipico,5,9,9,8,5,4,8,3,4,7,69,74,70,91,77
593,Tipico,9,9,7,8,15,8,11,9,7,9,94,88,91,94,112
594,Tipico,13,12,13,10,10,9,9,4,13,10,102,108,94,106,100
595,Tipico,1,7,8,2,3,9,6,5,7,2,60,86,53,82,56
596,Tipico,8,12,11,7,4,15,9,10,12,7,96,118,89,100,74
597,Tipico,6,13,12,11,13,15,10,12,10,12,111,116,98,106,115
598,Tipico,10,9,9,9,5,6,9,16,8,8,91,86,111,94,80
599,Tipico,12,10,9,17,9,13,11,10,15,12,115,116,119,100,103
600,Tipico,7,5,5,10,7,3,3,6,6,11,70,69,85,65,94
601,Tipico,12,14,17,9,11,13,13,14,14,10,122,122,111,130,103
602,Tipico,4,8,10,12,8,6,10,11,8,13,92,84,94,100,103
603,Tipico,13,11,12,11,10,13,13,11,11,8,110,110,111,115,94
604,Tipico,14,12,9,7,14,14,12,11,11,13,114,114,104,103,120
605,Tipico,11,9,5,8,7,6,4,9,7,4,76,84,96,67,74
606,Tipico,8,12,11,13,13,13,10,12,10,16,115,110,106,103,126
607,Tipico,6,8,6,6,10,7,6,7,7,6,75,84,76,76,88
608,Tipico,9,9,10,9,5,5,6,15,6,5,83,80,106,88,71
609,Tipico,11,13,12,13,9,11,9,11,13,6,106,114,111,103,85
610,Tipico,7,3,9,11,7,2,12,4,6,4,72,63,83,103,74
611,Tipico,10,9,9,11,8,10,12,13,8,6,97,94,109,103,82
612,Tipico,12,11,13,14,12,9,6,11,11,13,110,102,115,97,115
613,Tipico,4,14,11,11,5,9,10,9,14,7,95,114,87,103,77
614,Tipico,14,9,8,7,12,4,10,6,9,10,91,84,94,94,106
615,Tipico,4,8,5,4,8,8,10,7,9,6,75,90,68,85,82
616,Tipico,6,10,12,8,9,13,9,6,14,10,98,114,78,103,97
617,Tipico,10,7,6,7,10,4,7,7,7,12,81,76,87,79,106
618,Tipico,8,11,10,15,9,10,8,6,8,14,99,98,98,94,109
619,Tipico,13,12,13,13,10,12,12,13,10,12,116,108,119,115,106
620,Tipico,8,8,7,6,12,11,10,9,11,9,93,100,85,91,103
621,Tipico,10,9,9,8,6,8,8,15,9,10,94,92,106,91,88
622,Tipico,8,2,6,11,6,3,8,7,9,10,76,69,91,82,88
623,Tipico,10,12,11,15,13,15,17,13,14,13,127,122,117,124,118
624,Tipico,10,10,10,12,11,11,9,8,15,11,106,112,100,97,106
625,Tipico,7,12,9,12,6,8,3,8,7,5,81,94,94,76,74
626,Tipico,11,19,14,11,4,17,13,9,12,13,119,135,102,121,91
627,Tipico,11,8,2,6,10,9,2,5,5,10,74,84,83,53,100
628,Tipico,11,9,12,9,13,6,8,14,10,10,102,90,109,100,109
629,Tipico,7,10,11,7,11,6,9,4,5,6,81,82,74,100,91
630,Tipico,6,5,13,8,9,11,12,5,9,6,87,90,76,115,85
631,Tipico,10,11,9,6,12,10,14,6,7,11,97,96,83,109,109
632,Tipico,4,13,8,9,13,9,11,8,11,11,98,106,81,97,112
633,Tipico,13,11,12,9,12,10,6,11,12,12,106,106,106,94,112
634,Tipico,4,8,5,15,6,9,7,10,13,9,89,100,98,76,85
635,Tipico,10,8,11,5,14,8,10,10,9,12,98,90,89,103,118
636,Tipico,8,6,3,9,12,9,8,11,7,8,85,84,96,73,100
637,Tipico,6,9,11,7,12,9,9,5,8,10,89,92,74,100,106
638,Tipico,7,12,3,8,8,12,7,4,11,8,84,110,76,70,88
639,Tipico,16,12,11,14,9,14,10,14,10,13,119,112,130,103,106
640,Tipico,11,12,6,13,9,8,7,10,8,9,94,96,109,79,94
641,Tipico,11,10,12,9,10,15,11,10,14,6,106,118,100,109,88
642,Tipico,9,6,9,6,7,6,7,11,7,11,83,78,91,88,94
643,Tipico,14,12,13,10,9,11,6,11,11,13,108,108,111,97,106
644,Tipico,14,12,17,12,8,12,14,13,15,10,122,118,119,133,94
645,Tipico,9,16,9,13,11,12,15,10,15,11,117,126,104,112,106
646,Tipico,9,9,9,11,5,10,11,11,7,10,94,92,102,100,85
647,Tipico,7,11,9,7,12,9,14,9,11,13,102,102,85,109,115
648,Tipico,6,11,9,10,10,9,10,8,6,11,92,92,87,97,103
649,Tipico,10,7,6,11,12,9,7,13,13,13,101,98,109,79,115
650,Tipico,9,14,14,12,10,11,10,13,6,9,106,102,109,112,97
651,Tipico,11,8,11,11,15,6,11,14,5,12,103,78,113,106,120
652,Tipico,9,7,4,8,9,5,11,7,5,9,79,74,87,85,94
653,Tipico,8,7,11,11,11,12,9,10,8,10,98,94,98,100,103
654,Tipico,13,8,10,12,10,9,9,9,9,7,97,92,109,97,91
655,Tipico,8,12,7,11,7,15,9,12,11,8,100,116,102,88,85
656,Tipico,9,10,8,10,5,7,10,9,10,10,90,94,96,94,85
657,Tipico,10,10,7,7,12,11,9,2,14,9,93,110,76,88,103
658,Tipico,9,4,9,4,11,3,10,9,4,8,77,63,83,97,97
659,Tipico,12,8,12,9,11,12,9,7,13,7,100,106,96,103,94
660,Tipico,16,16,11,13,15,12,15,11,16,10,128,128,121,118,115
661,Tipico,10,11,11,13,7,10,13,9,11,10,104,104,104,112,91
662,Tipico,11,13,8,9,9,14,11,16,13,9,110,120,113,97,94
663,Tipico,9,5,11,12,10,6,10,8,8,8,89,78,98,103,94
664,Tipico,11,5,9,10,12,8,11,9,11,12,98,88,100,100,112
665,Tipico,9,9,13,13,14,8,11,11,12,18,115,98,106,112,135
666,Tipico,12,17,16,12,12,15,14,16,13,17,136,129,121,130,126
667,Tipico,8,9,12,12,8,14,15,10,9,10,106,104,100,121,94
668,Tipico,13,10,7,11,10,10,10,9,11,11,102,102,106,91,103
669,Tipico,9,11,18,15,8,10,14,17,9,10,117,100,124,136,94
670,Tipico,11,10,12,11,6,10,11,13,9,10,102,98,111,109,88
671,Tipico,9,10,7,12,9,7,12,9,10,8,94,94,100,97,91
672,Tipico,8,10,8,9,7,11,9,12,5,8,89,92,98,91,85
673,Tipico,6,7,7,6,10,7,5,8,8,7,77,84,78,76,91
674,Tipico,8,11,9,9,7,8,7,6,11,7,86,100,85,88,82
675,Tipico,11,9,8,10,16,9,13,9,10,13,106,96,100,103,126
676,Tipico,3,9,9,2,4,10,7,11,6,4,72,90,70,88,65
677,Tipico,9,7,9,11,10,6,8,13,5,8,89,76,106,91,94
678,Tipico,13,13,10,8,8,12,12,13,10,9,106,110,109,106,91
679,Tipico,10,5,10,14,12,8,12,10,9,7,98,84,109,106,97
680,Tipico,10,11,9,12,7,8,11,9,7,10,95,92,102,100,91
681,Tipico,6,8,8,7,8,7,7,7,9,9,81,88,78,85,91
682,Tipico,10,8,13,9,5,9,11,8,8,6,89,90,94,112,74
683,Tipico,9,10,3,9,9,11,10,13,10,12,97,102,102,79,103
684,Tipico,10,14,13,11,12,8,13,10,11,14,113,106,102,118,118
685,Tipico,13,12,7,10,14,12,10,14,12,12,113,112,115,91,118
686,Tipico,14,11,12,11,10,9,12,11,9,9,106,98,113,112,97
687,Tipico,9,10,10,4,9,8,8,10,6,7,85,88,85,94,88
688,Tipico,14,17,14,12,13,12,12,15,13,13,128,124,124,118,118
689,Tipico,7,7,13,10,8,7,14,8,6,7,89,80,89,121,85
690,Tipico,12,12,9,10,8,13,13,15,10,9,109,110,115,106,91
691,Tipico,14,12,8,13,14,12,9,10,11,12,112,110,115,91,118
692,Tipico,7,10,8,12,9,10,9,10,9,6,92,98,98,91,85
693,Tipico,10,11,15,10,7,11,10,11,12,7,103,108,102,115,82
694,Tipico,8,9,11,10,10,9,10,12,9,11,99,94,100,103,103
695,Tipico,7,13,10,15,13,8,9,11,9,13,106,100,106,97,118
696,Tipico,16,8,11,11,13,10,10,13,8,12,110,92,121,103,115
697,Tipico,7,9,7,8,11,9,4,7,11,13,89,98,83,73,112
698,Tipico,6,7,12,7,10,7,7,8,5,9,82,78,81,97,97
699,Tipico,4,8,5,14,10,9,7,9,10,10,89,94,94,76,100
700,Tipico,13,8,9,11,7,9,10,10,10,6,94,94,109,97,80
701,Tipico,6,7,12,9,14,11,12,8,15,12,105,106,85,112,118
702,Tipico,8,9,12,11,12,14,9,10,6,8,99,98,98,103,100
703,Tipico,15,11,14,12,15,12,16,11,6,13,120,98,117,130,123
704,Tipico,15,12,15,17,13,9,11,15,10,11,123,102,136,118,112
705,Tipico,7,7,8,7,15,7,8,6,8,10,86,84,78,88,115
706,Tipico,8,10,15,10,10,11,11,12,15,9,109,112,100,118,97
707,Tipico,8,10,8,7,16,11,8,10,11,11,100,104,89,88,120
708,Tipico,10,11,9,11,10,11,13,6,9,10,100,102,94,106,100
709,Tipico,12,11,4,8,8,3,8,9,9,12,87,86,98,76,100
710,Tipico,9,8,11,11,10,11,9,12,12,1,95,102,104,100,74
711,Tipico,8,9,9,9,7,11,3,8,8,7,83,96,89,76,82
712,Tipico,13,12,9,9,9,11,11,11,11,9,104,108,106,100,94
713,Tipico,11,12,13,9,7,8,11,8,10,9,98,100,96,112,88
714,Tipico,10,13,7,9,6,12,12,12,13,13,106,116,102,97,97
715,Tipico,9,7,1,7,6,3,8,1,7,10,67,74,72,67,88
716,Tipico,11,14,9,10,7,10,8,12,9,11,101,106,106,91,94
717,Tipico,9,10,11,11,8,11,15,9,9,5,98,100,98,118,80
718,Tipico,7,14,8,6,7,8,6,4,10,8,82,104,72,82,85
719,Tipico,6,9,7,11,9,13,12,13,10,9,99,104,100,97,94
720,Tipico,13,9,10,12,7,8,17,10,7,6,99,88,111,121,80
721,Tipico,8,9,9,11,7,5,7,3,7,8,79,82,83,88,85
722,Tipico,11,8,10,9,9,5,11,13,9,10,96,84,106,103,97
723,Tipico,9,15,12,15,10,15,16,13,12,14,125,124,115,124,112
724,Tipico,12,15,15,12,16,10,10,12,14,13,123,118,113,115,126
725,Tipico,4,8,11,6,11,10,9,13,9,11,94,94,85,100,106
726,Tipico,10,9,9,4,15,9,8,10,11,12,98,98,87,91,120
727,Tipico,12,14,11,8,11,14,11,13,12,8,111,120,106,106,97
728,Tipico,6,8,5,11,10,9,10,8,8,12,89,90,89,85,106
729,Tipico,18,7,7,13,10,9,6,11,10,11,102,92,126,79,103
730,Tipico,8,7,10,15,6,9,11,8,9,6,91,90,102,103,77
731,Tipico,13,10,4,12,11,13,11,12,17,10,110,120,115,85,103
732,Tipico,17,8,5,8,14,10,10,11,8,12,102,92,113,85,118
733,Tipico,8,11,7,7,5,10,6,10,14,8,89,110,89,79,80
734,Tipico,8,10,9,10,8,10,8,8,10,10,93,100,91,91,94
735,Tipico,11,10,15,8,10,10,10,10,6,8,98,92,98,115,94
736,Tipico,9,12,10,15,14,13,10,12,14,11,116,118,113,100,115
737,Tipico,13,5,1,8,10,6,4,4,7,5,70,76,89,56,85
738,Tipico,4,8,8,8,13,10,10,7,9,8,88,94,76,94,103
739,Tipico,5,7,11,13,13,9,9,9,13,10,99,98,94,100,109
740,Tipico,15,9,13,8,10,8,14,12,9,11,107,92,111,121,103
741,Tipico,13,7,8,9,10,11,6,10,6,11,93,88,104,82,103
742,Tipico,10,15,14,9,11,11,11,10,10,15,113,112,98,115,118
743,Tipico,6,12,14,10,9,8,12,5,5,9,92,90,81,118,94
744,Tipico,11,10,8,12,9,8,11,8,6,7,92,88,102,97,88
745,Tipico,9,5,12,9,6,7,11,3,6,13,85,76,81,109,97
746,Tipico,8,8,12,6,8,10,11,9,10,5,89,96,85,109,80
747,Tipico,10,10,14,11,13,5,9,12,2,10,97,74,106,109,109
